CountryName,CountryCode,IndicatorName,IndicatorCode,Years,Val
Aruba,ABW,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2019,
Aruba,ABW,Income share held by second 20%,SI.DST.02ND.20,2015,
Aruba,ABW,Income share held by second 20%,SI.DST.02ND.20,2016,
Aruba,ABW,Income share held by second 20%,SI.DST.02ND.20,2017,
Aruba,ABW,Income share held by second 20%,SI.DST.02ND.20,2018,
Aruba,ABW,Income share held by second 20%,SI.DST.02ND.20,2019,
Aruba,ABW,Income share held by third 20%,SI.DST.03RD.20,2015,
Aruba,ABW,Income share held by third 20%,SI.DST.03RD.20,2016,
Aruba,ABW,Income share held by third 20%,SI.DST.03RD.20,2017,
Aruba,ABW,Income share held by third 20%,SI.DST.03RD.20,2018,
Aruba,ABW,Income share held by third 20%,SI.DST.03RD.20,2019,
Aruba,ABW,Income share held by fourth 20%,SI.DST.04TH.20,2015,
Aruba,ABW,Income share held by fourth 20%,SI.DST.04TH.20,2016,
Aruba,ABW,Income share held by fourth 20%,SI.DST.04TH.20,2017,
Aruba,ABW,Income share held by fourth 20%,SI.DST.04TH.20,2018,
Aruba,ABW,Income share held by fourth 20%,SI.DST.04TH.20,2019,
Aruba,ABW,Income share held by highest 20%,SI.DST.05TH.20,2015,
Aruba,ABW,Income share held by highest 20%,SI.DST.05TH.20,2016,
Aruba,ABW,Income share held by highest 20%,SI.DST.05TH.20,2017,
Aruba,ABW,Income share held by highest 20%,SI.DST.05TH.20,2018,
Aruba,ABW,Income share held by highest 20%,SI.DST.05TH.20,2019,
Aruba,ABW,Income share held by lowest 20%,SI.DST.FRST.20,2015,
Aruba,ABW,Income share held by lowest 20%,SI.DST.FRST.20,2016,
Aruba,ABW,Income share held by lowest 20%,SI.DST.FRST.20,2017,
Aruba,ABW,Income share held by lowest 20%,SI.DST.FRST.20,2018,
Aruba,ABW,Income share held by lowest 20%,SI.DST.FRST.20,2019,
Aruba,ABW,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Aruba,ABW,Poverty gap at national poverty lines (%),SI.POV.NAGP,2016,
Aruba,ABW,Poverty gap at national poverty lines (%),SI.POV.NAGP,2017,
Aruba,ABW,Poverty gap at national poverty lines (%),SI.POV.NAGP,2018,
Aruba,ABW,Poverty gap at national poverty lines (%),SI.POV.NAGP,2019,
Aruba,ABW,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Aruba,ABW,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2016,
Aruba,ABW,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2017,
Aruba,ABW,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2018,
Aruba,ABW,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2019,
Aruba,ABW,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,
Aruba,ABW,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2016,
Aruba,ABW,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2017,
Aruba,ABW,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2018,
Aruba,ABW,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2019,
Aruba,ABW,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,
Aruba,ABW,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2016,
Aruba,ABW,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2017,
Aruba,ABW,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2018,
Aruba,ABW,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2019,
Aruba,ABW,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,
Aruba,ABW,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2016,
Aruba,ABW,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2017,
Aruba,ABW,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2018,
Aruba,ABW,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2019,
Aruba,ABW,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,
Aruba,ABW,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2016,
Aruba,ABW,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2017,
Aruba,ABW,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2018,
Aruba,ABW,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2019,
Aruba,ABW,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,
Aruba,ABW,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2016,
Aruba,ABW,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2017,
Aruba,ABW,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2018,
Aruba,ABW,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2019,
Aruba,ABW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
Aruba,ABW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2016,
Aruba,ABW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2017,
Aruba,ABW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2018,
Aruba,ABW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2019,
Aruba,ABW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,
Aruba,ABW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2016,
Aruba,ABW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2017,
Aruba,ABW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2018,
Aruba,ABW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2019,
Aruba,ABW,"Population, total",SP.POP.TOTL,2015,104341.0
Aruba,ABW,"Population, total",SP.POP.TOTL,2016,104872.0
Aruba,ABW,"Population, total",SP.POP.TOTL,2017,105366.0
Aruba,ABW,"Population, total",SP.POP.TOTL,2018,105845.0
Aruba,ABW,"Population, total",SP.POP.TOTL,2019,
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,57.27
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2016,61.05
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2017,65.93
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2018,59.12
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2019,
Afghanistan,AFG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,0.02
Afghanistan,AFG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2016,0.02
Afghanistan,AFG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2017,0.05
Afghanistan,AFG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2018,0.05
Afghanistan,AFG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2019,
Afghanistan,AFG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,600.0
Afghanistan,AFG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2016,570.0
Afghanistan,AFG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2017,550.0
Afghanistan,AFG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2018,550.0
Afghanistan,AFG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2019,
Afghanistan,AFG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,80.41
Afghanistan,AFG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2016,
Afghanistan,AFG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2017,
Afghanistan,AFG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2018,
Afghanistan,AFG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2019,
Afghanistan,AFG,Income share held by second 20%,SI.DST.02ND.20,2015,
Afghanistan,AFG,Income share held by second 20%,SI.DST.02ND.20,2016,
Afghanistan,AFG,Income share held by second 20%,SI.DST.02ND.20,2017,
Afghanistan,AFG,Income share held by second 20%,SI.DST.02ND.20,2018,
Afghanistan,AFG,Income share held by second 20%,SI.DST.02ND.20,2019,
Afghanistan,AFG,Income share held by third 20%,SI.DST.03RD.20,2015,
Afghanistan,AFG,Income share held by third 20%,SI.DST.03RD.20,2016,
Afghanistan,AFG,Income share held by third 20%,SI.DST.03RD.20,2017,
Afghanistan,AFG,Income share held by third 20%,SI.DST.03RD.20,2018,
Afghanistan,AFG,Income share held by third 20%,SI.DST.03RD.20,2019,
Afghanistan,AFG,Income share held by fourth 20%,SI.DST.04TH.20,2015,
Afghanistan,AFG,Income share held by fourth 20%,SI.DST.04TH.20,2016,
Afghanistan,AFG,Income share held by fourth 20%,SI.DST.04TH.20,2017,
Afghanistan,AFG,Income share held by fourth 20%,SI.DST.04TH.20,2018,
Afghanistan,AFG,Income share held by fourth 20%,SI.DST.04TH.20,2019,
Afghanistan,AFG,Income share held by highest 20%,SI.DST.05TH.20,2015,
Afghanistan,AFG,Income share held by highest 20%,SI.DST.05TH.20,2016,
Afghanistan,AFG,Income share held by highest 20%,SI.DST.05TH.20,2017,
Afghanistan,AFG,Income share held by highest 20%,SI.DST.05TH.20,2018,
Afghanistan,AFG,Income share held by highest 20%,SI.DST.05TH.20,2019,
Afghanistan,AFG,Income share held by lowest 20%,SI.DST.FRST.20,2015,
Afghanistan,AFG,Income share held by lowest 20%,SI.DST.FRST.20,2016,
Afghanistan,AFG,Income share held by lowest 20%,SI.DST.FRST.20,2017,
Afghanistan,AFG,Income share held by lowest 20%,SI.DST.FRST.20,2018,
Afghanistan,AFG,Income share held by lowest 20%,SI.DST.FRST.20,2019,
Afghanistan,AFG,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Afghanistan,AFG,Poverty gap at national poverty lines (%),SI.POV.NAGP,2016,
Afghanistan,AFG,Poverty gap at national poverty lines (%),SI.POV.NAGP,2017,
Afghanistan,AFG,Poverty gap at national poverty lines (%),SI.POV.NAGP,2018,
Afghanistan,AFG,Poverty gap at national poverty lines (%),SI.POV.NAGP,2019,
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2016,54.5
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2017,
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2018,
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2019,
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2016,
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2017,17.57
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2018,
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2019,
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,2.88
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2016,2.79
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2017,2.67
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2018,2.64
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2019,2.6
Afghanistan,AFG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,
Afghanistan,AFG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2016,
Afghanistan,AFG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2017,15.46
Afghanistan,AFG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2018,
Afghanistan,AFG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2019,
Afghanistan,AFG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,
Afghanistan,AFG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2016,
Afghanistan,AFG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2017,12.28
Afghanistan,AFG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2018,
Afghanistan,AFG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2019,
Afghanistan,AFG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,
Afghanistan,AFG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2016,
Afghanistan,AFG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2017,16.15
Afghanistan,AFG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2018,
Afghanistan,AFG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2019,
Afghanistan,AFG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
Afghanistan,AFG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2016,
Afghanistan,AFG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2017,11.18
Afghanistan,AFG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2018,
Afghanistan,AFG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2019,
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,1.68
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2016,1.63
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2017,1.56
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2018,1.54
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2019,1.52
Afghanistan,AFG,"Population, total",SP.POP.TOTL,2015,34413603.0
Afghanistan,AFG,"Population, total",SP.POP.TOTL,2016,35383128.0
Afghanistan,AFG,"Population, total",SP.POP.TOTL,2017,36296400.0
Afghanistan,AFG,"Population, total",SP.POP.TOTL,2018,37172386.0
Afghanistan,AFG,"Population, total",SP.POP.TOTL,2019,
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,49.79
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2016,45.08
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2017,44.69
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2018,43.13
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2019,
Angola,AGO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,0.55
Angola,AGO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2016,0.43
Angola,AGO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2017,0.33
Angola,AGO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2018,0.36
Angola,AGO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2019,
Angola,AGO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,4520.0
Angola,AGO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2016,3770.0
Angola,AGO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2017,3560.0
Angola,AGO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2018,3370.0
Angola,AGO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2019,
Angola,AGO,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,
Angola,AGO,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2016,
Angola,AGO,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2017,
Angola,AGO,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2018,
Angola,AGO,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2019,
Angola,AGO,Income share held by second 20%,SI.DST.02ND.20,2015,
Angola,AGO,Income share held by second 20%,SI.DST.02ND.20,2016,
Angola,AGO,Income share held by second 20%,SI.DST.02ND.20,2017,
Angola,AGO,Income share held by second 20%,SI.DST.02ND.20,2018,
Angola,AGO,Income share held by second 20%,SI.DST.02ND.20,2019,
Angola,AGO,Income share held by third 20%,SI.DST.03RD.20,2015,
Angola,AGO,Income share held by third 20%,SI.DST.03RD.20,2016,
Angola,AGO,Income share held by third 20%,SI.DST.03RD.20,2017,
Angola,AGO,Income share held by third 20%,SI.DST.03RD.20,2018,
Angola,AGO,Income share held by third 20%,SI.DST.03RD.20,2019,
Angola,AGO,Income share held by fourth 20%,SI.DST.04TH.20,2015,
Angola,AGO,Income share held by fourth 20%,SI.DST.04TH.20,2016,
Angola,AGO,Income share held by fourth 20%,SI.DST.04TH.20,2017,
Angola,AGO,Income share held by fourth 20%,SI.DST.04TH.20,2018,
Angola,AGO,Income share held by fourth 20%,SI.DST.04TH.20,2019,
Angola,AGO,Income share held by highest 20%,SI.DST.05TH.20,2015,
Angola,AGO,Income share held by highest 20%,SI.DST.05TH.20,2016,
Angola,AGO,Income share held by highest 20%,SI.DST.05TH.20,2017,
Angola,AGO,Income share held by highest 20%,SI.DST.05TH.20,2018,
Angola,AGO,Income share held by highest 20%,SI.DST.05TH.20,2019,
Angola,AGO,Income share held by lowest 20%,SI.DST.FRST.20,2015,
Angola,AGO,Income share held by lowest 20%,SI.DST.FRST.20,2016,
Angola,AGO,Income share held by lowest 20%,SI.DST.FRST.20,2017,
Angola,AGO,Income share held by lowest 20%,SI.DST.FRST.20,2018,
Angola,AGO,Income share held by lowest 20%,SI.DST.FRST.20,2019,
Angola,AGO,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Angola,AGO,Poverty gap at national poverty lines (%),SI.POV.NAGP,2016,
Angola,AGO,Poverty gap at national poverty lines (%),SI.POV.NAGP,2017,
Angola,AGO,Poverty gap at national poverty lines (%),SI.POV.NAGP,2018,
Angola,AGO,Poverty gap at national poverty lines (%),SI.POV.NAGP,2019,
Angola,AGO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Angola,AGO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2016,
Angola,AGO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2017,
Angola,AGO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2018,
Angola,AGO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2019,
Angola,AGO,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,
Angola,AGO,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2016,
Angola,AGO,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2017,
Angola,AGO,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2018,
Angola,AGO,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2019,
Angola,AGO,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,16.93
Angola,AGO,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2016,16.98
Angola,AGO,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2017,16.73
Angola,AGO,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2018,17.06
Angola,AGO,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2019,17.09
Angola,AGO,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,
Angola,AGO,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2016,
Angola,AGO,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2017,
Angola,AGO,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2018,
Angola,AGO,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2019,
Angola,AGO,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,
Angola,AGO,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2016,
Angola,AGO,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2017,
Angola,AGO,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2018,
Angola,AGO,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2019,
Angola,AGO,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,
Angola,AGO,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2016,
Angola,AGO,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2017,
Angola,AGO,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2018,
Angola,AGO,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2019,
Angola,AGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
Angola,AGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2016,
Angola,AGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2017,
Angola,AGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2018,
Angola,AGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2019,
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,7.28
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2016,7.28
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2017,7.14
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2018,7.25
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2019,7.25
Angola,AGO,"Population, total",SP.POP.TOTL,2015,27884381.0
Angola,AGO,"Population, total",SP.POP.TOTL,2016,28842484.0
Angola,AGO,"Population, total",SP.POP.TOTL,2017,29816748.0
Angola,AGO,"Population, total",SP.POP.TOTL,2018,30809762.0
Angola,AGO,"Population, total",SP.POP.TOTL,2019,
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,117.66
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2016,116.74
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2017,125.71
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2018,94.18
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2019,
Albania,ALB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,8.4
Albania,ALB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2016,9.23
Albania,ALB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2017,10.53
Albania,ALB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2018,12.51
